INDEX,,,5. EMPLOYMENT: Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,
748,5.2,748-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,2.5,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
748,5.3,748-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
748,5.4,748-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,3.5,..,..,3.4,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
748,5.5,748-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,6.2,..,..,6.9,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
748,5.6,748-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.3,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
748,5.7,748-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,5.1,230-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
230,5.2,230-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
230,5.3,230-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
230,5.4,230-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
230,5.5,230-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
230,5.6,230-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
230,5.7,230-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,5.1,242-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
242,5.2,242-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
242,5.3,242-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
242,5.4,242-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
242,5.5,242-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
242,5.6,242-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
242,5.7,242-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Tourism Satellite Account (TSA) data.,,,,,,,,,,,
246,5.1,246-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,130.5,..,..,..,130.4,136.5,136.7,139.2,137.4,139.5,138.9,147.7,154.1,131.4,133.4,..,,,,,,,,,,,,
246,5.2,246-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,16.4,..,..,..,14.5,14.8,14.5,14.6,15.0,14.9,15.1,16.0,16.3,13.7,13.7,..,,,,,,,,,,,,
246,5.3,246-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
246,5.4,246-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,62.3,..,..,..,61.6,63.5,63.8,65.7,66.4,67.6,69.3,72.6,77.3,66.3,68.7,..,,,,,,,,,,,,
246,5.5,246-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,35.9,..,..,..,33.9,37.7,37.5,37.8,35.1,35.5,32.7,37.6,38.0,31.8,31.0,..,,,,,,,,,,,,
246,5.6,246-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,4.4,..,..,..,2.2,2.0,2.0,2.1,2.2,2.7,2.8,2.8,2.9,2.3,2.2,..,,,,,,,,,,,,
246,5.7,246-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,11.5,..,..,..,18.2,18.5,18.9,19.0,18.7,18.8,19.0,18.7,19.6,17.3,17.8,..,,,,,,,,,,,,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Scope: private employment in France (incl. Overseas Departments) 31/12; Source: ACOSS.
2/ Short-term rentals (cars, sports and leisure equipment), amusement and theme park activities and other recreational and leisure activities, management of museums, historic sites, tourist attractions, botanical and zoological gardens and nature reserves, organization of gambling and betting activities, cable cars and ski lifts.",,,,,,,,,,,
250,5.1,250-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,952.2,"1,236.5","1,211.6","1,218.3","1,232.4","1,245.0","1,251.6","1,246.5","1,254.4","1,270.0","1,301.3","1,346.7","1,368.2","1,495.8","1,340.1",..,..,,,,,,,,,,,,
250,5.2,250-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,183.6,197.3,180.6,176.9,174.8,176.4,173.0,170.2,171.8,171.8,172.3,173.4,176.0,178.7,147.3,..,..,,,,,,,,,,,,
250,5.3,250-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,38.4,53.9,41.9,41.3,40.5,40.1,40.9,40.8,40.4,40.5,40.9,41.4,40.6,54.5,47.0,..,..,,,,,,,,,,,,
250,5.4,250-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,507.7,559.3,544.2,557.4,570.0,588.6,602.7,603.1,610.7,627.2,656.1,691.8,710.3,860.3,782.3,..,..,,,,,,,,,,,,
250,5.5,250-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,101.1,283.8,284.4,286.0,281.2,275.4,276.8,274.7,273.6,271.6,270.5,271.7,274.7,200.6,183.9,..,..,,,,,,,,,,,,
250,5.6,250-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,48.2,53.0,51.3,49.4,47.9,47.8,47.2,46.6,45.7,45.5,44.9,45.2,45.5,46.1,39.6,..,..,,,,,,,,,,,,
250,5.7,250-5.7,,,,Other tourism industries,,Thousands,2/,..,..,..,..,..,..,..,..,..,..,..,73.2,89.3,109.2,107.3,118.0,116.7,111.0,111.1,112.3,113.5,116.6,123.2,121.1,155.6,140.0,..,..,,,,,,,,,,,,
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,5.1,254-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
254,5.2,254-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
254,5.3,254-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
254,5.4,254-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
254,5.5,254-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
254,5.6,254-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
254,5.7,254-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,5.1,258-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5,10.1,9.9,9.8,9.8,10.1,10.2,10.4,11.1,11.5,11.8,9.9,11.0,..,,,,,,,,,,,,
258,5.2,258-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4,4.2,4.1,4.1,4.1,4.3,4.5,4.6,4.9,5.0,5.2,3.5,4.4,..,,,,,,,,,,,,
258,5.3,258-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
258,5.4,258-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.1,2.1,2.0,1.9,2.0,1.9,2.0,2.0,2.1,2.2,2.2,2.1,2.4,..,,,,,,,,,,,,
258,5.5,258-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,3.4,3.3,3.2,3.2,3.3,3.3,3.3,3.5,3.6,3.7,3.6,3.6,..,,,,,,,,,,,,
258,5.6,258-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,..,,,,,,,,,,,,
258,5.7,258-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.4,..,,,,,,,,,,,,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,5.1,266-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
266,5.2,266-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
266,5.3,266-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
266,5.4,266-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
266,5.5,266-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
266,5.6,266-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
266,5.7,266-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,5.1,270-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
270,5.2,270-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
270,5.3,270-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
270,5.4,270-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
270,5.5,270-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
270,5.6,270-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
270,5.7,270-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Establishment Survey (surveys in enterprises and organizations) – NACE rev 2. Number of employees is calculated by engaged workplace (occupied positions).,,,,,,,,,,,
268,5.1,268-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,27.3,21.3,22.2,20.3,38.4,37.6,34.7,33.7,39.6,41.6,45.5,53.6,59.2,53.8,90.1,93.4,102.7,111.3,..,..,..,..,..,,,,,,,,,,,,
268,5.2,268-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.8,4.2,5.3,6.3,7.9,8.7,9.0,11.1,13.5,16.8,..,..,..,..,..,,,,,,,,,,,,
268,5.3,268-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
268,5.4,268-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,9.0,4.0,4.0,4.0,5.0,7.0,8.0,7.0,7.4,9.4,10.8,18.0,19.9,19.2,21.2,20.5,22.0,23.8,..,..,..,..,..,,,,,,,,,,,,
268,5.5,268-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,16.0,15.0,16.0,14.0,30.0,27.0,23.0,22.0,25.6,24.5,25.5,24.1,25.7,25.9,13.8,14.0,14.4,15.2,..,..,..,..,..,,,,,,,,,,,,
268,5.6,268-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,0.3,0.3,0.2,0.3,0.4,0.6,0.7,0.7,2.8,3.5,3.9,5.2,5.6,..,2.4,2.6,3.2,3.3,..,..,..,..,..,,,,,,,,,,,,
268,5.7,268-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.7,45.2,49.6,52.2,..,..,..,..,..,,,,,,,,,,,,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,5.1,280-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,189.7","2,216.3","2,299.0","2,269.8","2,206.8","2,395.8","2,481.3","2,611.4","2,166.2","2,198.4","2,150.1","1,617.4","1,619.7",..,,,,,,,,,,,,
280,5.2,280-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,458.0,440.2,456.8,479.4,453.9,485.8,489.9,503.4,518.2,514.6,486.0,363.6,374.6,..,,,,,,,,,,,,
280,5.3,280-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.6,55.7,57.8,52.5,52.8,56.8,63.6,66.9,71.4,70.2,73.3,65.5,55.7,..,,,,,,,,,,,,
280,5.4,280-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,188.5","1,196.7","1,255.0","1,236.5","1,176.8","1,306.6","1,360.3","1,444.7","1,482.2","1,517.1","1,493.9","1,111.1","1,119.8",..,,,,,,,,,,,,
280,5.5,280-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,425.4,439.8,442.9,421.7,436.2,465.9,479.3,503.8,..,..,..,..,..,..,,,,,,,,,,,,
280,5.6,280-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.2,84.0,86.5,79.7,87.1,80.7,88.2,92.6,94.4,96.5,96.9,77.2,69.6,..,,,,,,,,,,,,
280,5.7,280-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,5.1,288-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,183.0,206.0,235.0,263.0,291.0,259.0,287.0,319.0,354.0,392.0,438.0,487.0,543.0,547.0,230.0,..,..,,,,,,,,,,,,
288,5.2,288-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
288,5.3,288-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
288,5.4,288-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
288,5.5,288-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
288,5.6,288-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
288,5.7,288-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,5.1,300-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,250.7,254.9,277.9,280.2,303.7,298.1,328.3,319.8,300.2,286.0,262.1,255.5,300.9,322.4,348.7,355.1,365.3,390.7,357.9,363.3,412.5,,,,,,,,,,,,
300,5.2,300-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,57.4,57.7,62.1,64.3,73.8,71.3,54.5,50.1,45.8,47.7,48.4,43.8,57.1,58.0,57.4,64.0,73.5,73.6,47.5,65.0,77.0,,,,,,,,,,,,
300,5.3,300-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3,2.5,1.8,0.8,2.1,1.9,1.6,1.3,0.7,2.2,1.9,1.6,0.9,2.1,2.2,,,,,,,,,,,,
300,5.4,300-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,193.3,197.2,215.8,215.9,229.9,226.8,130.0,140.8,132.4,123.2,109.4,108.6,136.1,153.6,165.0,165.3,172.0,196.8,179.7,168.6,196.6,,,,,,,,,,,,
300,5.5,300-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,78.1,71.0,71.4,68.3,62.3,60.8,55.6,56.9,70.3,68.2,59.9,59.1,67.9,69.4,66.3,,,,,,,,,,,,
300,5.6,300-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3,12.4,11.4,9.8,9.4,9.0,16.5,12.9,14.0,14.0,9.9,12.0,13.0,13.4,14.5,,,,,,,,,,,,
300,5.7,300-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,49.0,43.0,37.3,36.2,30.5,31.4,34.0,39.7,41.4,41.4,48.0,47.6,48.8,44.7,55.9,,,,,,,,,,,,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,5.1,308-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
308,5.2,308-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.6,3.6,3.6,3.9,4.1,2.8,2.8,2.8,,,,,,,,,,,,
308,5.3,308-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
308,5.4,308-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
308,5.5,308-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
308,5.6,308-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
308,5.7,308-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,5.1,312-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
312,5.2,312-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
312,5.3,312-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
312,5.4,312-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
312,5.5,312-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
312,5.6,312-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
312,5.7,312-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
