INDEX,,,1. INBOUND TOURISM: Tourism expenditure in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
404,1.35,404-1.35,,,Passenger transport,,,US$ Millions,,IMF,362,361,422,488,506,217,227,237,272,313,390,494,597,646,434,820,918,"1,069",948,934,872,648,648,712,755,198,378,594,
296,0,296-0,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1.33,296-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,2.0,2.1,2.6,3.1,2.8,2.7,3.2,..,..,..,3.1,..,..,..,..,..,..,..,..,..,..,..,5.2,..,..,..,..,2.0,1/ 1995-2005: country data.
296,1.34,296-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,2.3,3.3,3.3,3.9,4.3,4.9,4.9,3.4,3.2,2.0,2.8,4.1,3.4,3.2,0.03,0.01,1.75,
296,1.35,296-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,0.2,
408,0,408-0,"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1.33,408-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,1.34,408-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,1.35,408-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,0,410-0,"KOREA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1.33,410-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"6,670","6,350","6,317","8,263","8,337","8,527","7,917","7,617","7,002","8,222","8,282","8,437","9,253","13,440","13,262","14,315","17,329","18,731","19,457","22,390","18,711","20,924","17,173","23,104","25,456","11,524","11,432","14,501",
410,1.34,410-1.34,,,Travel,,,US$ Millions,,IMF,"5,150","4,880","4,731","6,908","6,841","6,834","6,382","5,932","5,355","6,065","5,798","5,717","6,103","9,735","9,773","10,263","12,362","13,273","14,392","17,460","14,798","16,886","13,368","18,567","20,867","10,276","10,804","11,996",
410,1.35,410-1.35,,,Passenger transport,,,US$ Millions,,IMF,"1,520","1,470","1,586","1,355","1,496","1,693","1,535","1,685","1,647","2,157","2,484","2,720","3,150","3,705","3,489","4,052","4,967","5,458","5,065","4,930","3,913","4,038","3,805","4,537","4,589","1,248",628,"2,505",
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.33,414-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,307,389,396,456,342,394,286,320,328,398,413,508,530,610,660,574,644,780,619,615,931,831,643,919,"1,198",526,708,"1,687",
414,1.34,414-1.34,,,Travel,,,US$ Millions,,IMF,121,184,188,207,92,98,106,117,118,178,165,205,223,257,355,289,320,426,297,369,500,600,313,458,700,397,470,"1,085",
414,1.35,414-1.35,,,Passenger transport,,,US$ Millions,,IMF,186,205,208,249,250,296,180,203,210,220,248,303,307,353,305,285,324,354,322,246,431,231,330,461,498,129,238,602,
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.33,417-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,12,18,20,32,48,62,92,94,189,392,569,300,212,405,486,585,468,482,477,480,518,708,195,259,827,
417,1.34,417-1.34,,,Travel,,,US$ Millions,,IMF,5,4,7,8,14,15,24,36,48,76,73,167,346,514,253,160,356,434,530,423,426,432,429,459,644,151,207,756,
417,1.35,417-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,4,4,5,8,12,14,16,21,22,46,55,47,52,49,52,55,45,56,45,51,59,64,44,52,71,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.33,418-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,52,63,61,97,86,..,108,110,77,122,143,160,190,280,271,385,413,461,613,642,725,717,655,833,974,227,6,..,
418,1.34,418-1.34,,,Travel,,,US$ Millions,,IMF,51,62,58,95,82,114,104,107,74,119,139,158,189,276,268,382,406,451,596,642,724,716,648,811,935,213,1,..,
418,1.35,418-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,1,3,2,4,..,4,3,3,3,4,2,1,4,3,3,7,10,17,0.4,1,1,7,22,39,14,4,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.33,428-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,37,231,235,222,153,172,153,201,271,343,446,622,880,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
428,1.34,428-1.34,,,Travel,,,US$ Millions,,IMF,20,215,192,182,118,131,119,161,222,267,341,480,671,801,724,639,771,744,865,953,895,899,951,"1,057","1,016",799,748,"1,096",
428,1.35,428-1.35,,,Passenger transport,,,US$ Millions,,IMF,17,16,43,40,35,41,34,40,49,76,105,142,209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.33,422-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,710,715,"1,000","1,221",673,742,837,..,"6,782","5,931","5,969","5,457","5,796","6,317","7,157","8,026","6,797","7,361","7,032","6,835","7,087","7,373","8,086","8,694","8,717","2,369","3,162",..,"1/ 1995-2001: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Due to lack of data on international tourism receipts concerning statistics on inbound tourism, the Department of “Internet and Statistics Service of the Ministry of Tourism” considers that a tourist spends an average of US$ 1,000."
422,1.34,422-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,"4,284","6,374","5,411","5,532","4,981","5,216","5,819","6,774","7,861","6,545","6,836","6,492","6,523","6,857","7,044","7,610","8,400","8,593","2,353","3,135",..,
422,1.35,422-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,408,520,437,476,580,498,383,165,252,525,540,312,230,329,476,294,124,16,27,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.33,426-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,29,34,34,25,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,1.34,426-1.34,,,Travel,,,US$ Millions,,IMF,27,32,32,24,23,18,16,14,21,26,27,29,31,30,30,23,24,22,17,16,34,48,23,24,21,6,10,11,
426,1.35,426-1.35,,,Passenger transport,,,US$ Millions,,IMF,2,1.7,1.7,0.7,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.33,430-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.34,430-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,59,67,124,131,158,123,..,..,..,..,..,..,..,..,..,2,4,4,4,
430,1.35,430-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.33,434-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,4,4,3,23,39,84,90,202,243,261,301,244,99,99,159,170,..,..,..,..,..,..,..,..,150,93,..,..,
434,1.34,434-1.34,,,Travel,,,US$ Millions,,IMF,2,2,2,7,27,75,78,181,205,218,250,190,74,74,50,60,..,..,..,..,..,..,..,..,85,28,..,..,
434,1.35,434-1.35,,,Passenger transport,,,US$ Millions,,IMF,2,2,1,16,12,9,12,21,38,43,51,54,25,25,109,110,30,110,131,33,33,33,41,52,65,65,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.33,438-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.34,438-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.35,438-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.33,440-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,102,345,399,504,591,430,425,556,700,834,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,1.34,440-1.34,,,Travel,,,US$ Millions,,IMF,77,316,360,460,550,391,383,505,638,776,920,"1,038","1,154","1,248",972,958,"1,321","1,317","1,374","1,383","1,153","1,210","1,325","1,504","1,492",574,585,"1,174",
440,1.35,440-1.35,,,Passenger transport,,,US$ Millions,,IMF,25,29,39,44,41,39,42,51,62,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.33,442-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,"3,227","4,018","4,762","4,867","4,958","5,626","6,408","6,077","6,057","7,395","7,317","7,746","7,963","6,183","6,196","6,171","5,843","5,862","4,668","5,906","5,737","1/ From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
442,1.34,442-1.34,,,Travel,,,US$ Millions,1/,IMF,"1,695","1,640","1,639","1,634","1,697","1,686","1,780","3,088","3,857","4,555","4,619","4,651","5,252","5,961","5,689","5,683","6,899","6,825","7,155","7,295","5,603","5,680","5,735","5,292","5,335","4,364","5,533","5,330",
442,1.35,442-1.35,,,Passenger transport,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,140,161,207,249,307,373,447,387,374,496,492,590,668,580,516,437,551,527,304,374,407,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.33,446-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,"4,073","4,592","6,681","7,181","8,482","11,198","13,749","15,182","22,688","31,118","36,593","43,755","43,412","31,620","31,155","36,596","41,481","41,165","9,321","15,672","9,064",1/ 1995-2001: country data.
446,1.34,446-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,"3,850","4,428","6,456","6,924","8,176","10,870","13,400","14,879","22,276","30,595","36,085","43,223","42,847","31,101","30,632","36,081","40,879","40,590","9,239","15,574","9,064",
446,1.35,446-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,223,164,225,257,306,328,349,303,412,523,508,532,565,519,523,515,602,575,82,98,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.33,450-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,106,102,110,136,137,152,149,109,119,239,275,382,395,440,328,425,507,596,609,740,696,912,849,879,951,202,118,405,
450,1.34,450-1.34,,,Travel,,,US$ Millions,,IMF,58,65,74,92,100,121,115,64,76,157,209,235,271,350,257,309,478,560,574,668,621,750,671,697,747,145,100,367,
450,1.35,450-1.35,,,Passenger transport,,,US$ Millions,,IMF,48,37,36,44,37,31,34,45,43,82,66,147,124,90,71,116,29,36,35,72,75,162,178,182,204,57,18,38,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.33,454-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,22,31,32,25,42,29,40,45,66,75,48,45,43,43,46,45,36,35,33,36,39,30,47,55,41,28,29,..,
454,1.34,454-1.34,,,Travel,,,US$ Millions,,IMF,18,26,28,24,38,25,25,33,54,62,29,26,29,31,33,31,31,31,29,32,35,26,41,49,39,26,27,..,
454,1.35,454-1.35,,,Passenger transport,,,US$ Millions,,IMF,4,5,4,1,4,4,15,12,12,13,19,19,14,12,13,14,5,4,4,4,4,4,6,6,2,2,2,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.33,458-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"5,044","5,732","4,925","3,237","4,403","5,873","7,627","8,084","6,799","9,183","10,389","12,280","17,948","18,553","17,231","19,619","21,338","21,711","23,283","24,469","19,194","19,682","20,311","21,775","22,200","3,373",117,"7,816",
458,1.34,458-1.34,,,Travel,,,US$ Millions,,IMF,"3,969","4,477","3,741","2,381","3,588","5,011","6,863","7,118","5,901","8,203","8,846","10,427","14,050","15,293","15,798","18,152","19,649","20,251","21,500","22,600","17,666","18,085","18,385","19,608","19,828","2,991",78,"6,315",
458,1.35,458-1.35,,,Passenger transport,,,US$ Millions,,IMF,"1,075","1,255","1,184",856,815,862,764,966,898,980,"1,543","1,853","3,898","3,260","1,433","1,467","1,689","1,460","1,783","1,869","1,528","1,597","1,926","2,167","2,372",382,39,"1,501",
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.33,462-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,966","2,032","2,422","2,811","2,691","2,640","2,771","3,054","3,171","1,408","3,525","4,513","1/ As part of the Maldives Monetary Authority efforts to improve the coverage of the balance of payments statistics, the methodology has been revised from 2005."
462,1.34,462-1.34,,,Travel,,,US$ Millions,1/,IMF,211,266,286,303,314,321,327,337,402,471,826,"1,235","1,515","1,559","1,473","1,713","1,940","1,958","2,335","2,696","2,569","2,506","2,744","3,028","3,157","1,398","3,508","4,498",
462,1.35,462-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,74,87,115,122,134,27,26,14,10,17,15,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.33,466-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,26,27,25,28,36,47,91,105,136,142,149,175,227,286,196,208,218,144,178,214,186,202,207,231,235,82,191,..,
466,1.34,466-1.34,,,Travel,,,US$ Millions,,IMF,25,24,23,25,30,40,88,104,128,140,148,175,221,275,192,205,210,142,178,212,186,201,207,227,235,82,190,..,
466,1.35,466-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,3,2,3,6,7,3,1,8,2,1,0.4,6,11,4,3,8,2,0.2,1.9,..,0.6,0.4,4,..,0.3,1.3,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.33,470-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,813,780,789,818,841,731,704,757,869,949,924,966,"1,185",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,1.34,470-1.34,,,Travel,,,US$ Millions,,IMF,656,632,635,653,667,587,561,614,722,767,755,767,965,"1,082",899,"1,066","1,276","1,260","1,402","1,521","1,381","1,451","1,747","1,848","1,883",392,772,"1,590",
470,1.35,470-1.35,,,Passenger transport,,,US$ Millions,,IMF,157,148,154,165,174,144,143,143,147,182,169,199,220,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.33,584-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,2.5,3.0,3.0,3.0,2.9,3.0,3.1,3.4,4.0,5.0,3.7,3.6,3.3,2.7,3.1,3.7,4.8,4.1,4.3,5.4,1.5,30,18,20,3.9,4.3,..,..,1/ 1995-2004 country data. Fiscal years (October 1 to September 30).
584,1.34,584-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,3.2,3.1,2.9,2.6,2.9,3.5,4.5,3.9,4.1,5.2,1.3,5,7,9,3.6,4.0,..,..,
584,1.35,584-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,0.5,0.5,0.4,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,25,12,12,0.3,0.3,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.33,474-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,384.0,382.0,400.0,415.0,404.0,302.0,245.0,237.0,247.0,291.0,280.0,384.0,409.0,463.0,420.0,472.0,516.0,462.0,484.0,483.0,340.0,365,480,533,549,280,283,535,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
474,1.34,474-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,1.35,474-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.33,478-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,50,42,31,33,24,6.1,13.7,6.4,6.6,16.8,1/ 1999 country data.
478,1.34,478-1.34,,,Travel,,,US$ Millions,1/,IMF,11,19,21,20,28,..,..,..,..,..,..,..,..,..,..,..,..,48,41,37,29,30,23,4.3,11.2,5.5,3.5,10.4,
478,1.35,478-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,9,5,2,3,1,1.8,2.5,0.9,3.1,6.4,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.33,480-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,616,705,666,672,718,732,820,829,960,"1,156","1,189","1,302","1,663","1,823","1,390","1,585","1,808","1,778","1,593","1,719","1,680","1,824","2,005","2,161","2,024",518,383,"1,652",
480,1.34,480-1.34,,,Travel,,,US$ Millions,,IMF,430,504,478,496,543,542,623,612,697,856,871,"1,005","1,304","1,454","1,120","1,285","1,484","1,480","1,322","1,447","1,433","1,571","1,748","1,891","1,779",466,355,"1,466",
480,1.35,480-1.35,,,Passenger transport,,,US$ Millions,,IMF,186,201,188,176,175,190,197,217,263,300,318,297,359,369,270,300,324,298,271,272,247,253,257,270,245,52,28,186,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.33,484-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"6,847","7,531","8,184","8,307","8,135","9,133","9,190","10,556","11,255","12,792","13,908","14,618","15,795","16,793","14,332","14,529","14,568","15,870","16,252","18,627","21,504","23,270","24,619","26,044","27,126","12,133","21,508","30,398",
484,1.34,484-1.34,,,Travel,,,US$ Millions,,IMF,"6,179","6,756","7,376","7,493","7,223","8,294","8,401","8,858","9,362","10,796","11,803","12,177","12,919","13,370","11,513","11,992","11,869","12,739","13,949","16,208","17,734","19,650","21,336","22,526","24,573","10,996","19,765","28,017",
484,1.35,484-1.35,,,Passenger transport,,,US$ Millions,,IMF,668,775,808,814,912,839,789,"1,698","1,893","1,996","2,105","2,441","2,876","3,423","2,819","2,537","2,699","3,131","2,303","2,419","3,770","3,620","3,283","3,518","2,553","1,137","1,743","2,381",
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.33,583-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,16,13,14,17,15,17,17,19,21,23,25,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1997-2008: country data.
583,1.34,583-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,24,22,22,27,29,25,..,..,..,..,..,..,..,
583,1.35,583-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.33,498-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,71,50,74,64,49,57,58,72,79,112,138,150,229,293,240,222,253,279,324,328,300,344,442,500,521,353,484,844,
498,1.34,498-1.34,,,Travel,,,US$ Millions,,IMF,57,33,50,40,34,39,39,50,54,91,103,117,171,216,173,163,186,198,230,234,219,256,323,381,397,316,419,740,
498,1.35,498-1.35,,,Passenger transport,,,US$ Millions,,IMF,14,17,24,24,15,18,19,22,25,21,35,33,58,77,67,59,67,81,94,94,81,88,119,119,125,38,65,104,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.33,492-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,1.34,492-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,1.35,492-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.33,496-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,33,20,25,47,43,43,49,143,154,205,203,261,349,272,253,288,197,215,236,257,279,379,462,526,605,49,34,261,
496,1.34,496-1.34,,,Travel,,,US$ Millions,,IMF,21,10,13,35,36,36,39,130,143,185,177,225,307,247,235,244,156,177,197,215,246,316,396,461,513,29,21,251,
496,1.35,496-1.35,,,Passenger transport,,,US$ Millions,,IMF,12,10,12,12,7,7,10,13,11,20,26,36,42,25,18,44,41,38,39,42,33,63,66,65,92,20,13,10,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.33,499-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,660,859,792,765,926,860,929,959,947,978,"1,110","1,224","1,277",180,903,"1,110",
499,1.34,499-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,630,813,745,713,875,809,880,908,903,933,"1,067","1,171","1,225",166,895,"1,080",
499,1.35,499-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,30,46,47,52,51,51,49,51,44,45,43,53,52,14,8,30,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.33,500-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.2,9.6,10.1,10.4,13.1,12.6,5.4,1.9,5.1,
500,1.34,500-1.34,,,Travel,,,US$ Millions,,IMF,17,8,5.0,6.0,8.0,9.0,8.0,9.0,7.0,9.0,9.0,7.7,7.4,7.0,6.1,5.9,5.2,7.0,7.6,8.6,9.0,8.6,9.4,12.4,11.8,5.1,1.6,4.7,
500,1.35,500-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.6,1.5,1.0,0.7,0.8,0.3,0.3,0.4,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.33,504-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"1,469","1,857","1,649","1,934","2,177","2,280","2,966","3,157","3,802","4,540","5,426","6,900","8,307","8,885","7,980","8,176","9,101","8,491","8,201","9,070","7,765","7,922","9,086","9,520","9,949","4,514","4,670","10,415",
504,1.34,504-1.34,,,Travel,,,US$ Millions,,IMF,"1,296","1,675","1,446","1,744","1,949","2,039","2,583","2,646","3,221","3,922","4,610","5,984","7,181","7,221","6,626","6,702","7,321","6,697","6,851","7,384","6,260","6,557","7,494","7,774","8,187","3,848","3,840","9,063",
504,1.35,504-1.35,,,Passenger transport,,,US$ Millions,,IMF,173,182,203,190,228,241,383,511,581,618,816,916,"1,126","1,664","1,354","1,474","1,780","1,794","1,350","1,686","1,505","1,365","1,592","1,746","1,762",666,830,"1,352",
508,0,508-0,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.33,508-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,65,106,96,138,145,182,213,217,135,171,224,228,225,202,114,164,331,324,113,188,290,
508,1.34,508-1.34,,,Travel,,,US$ Millions,,IMF,..,49,61,61,61,74,64,63,98,95,130,140,163,190,196,108,138,189,199,207,193,108,151,242,252,90,127,200,
508,1.35,508-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,2,8,1,8,5,19,23,21,27,33,35,29,18,9,6,13,89,72,23,61,90,
104,0,104-0,MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.33,104-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,169,215,183,196,222,195,132,136,70,97,83,59,97,80,75,91,334,550,964,"1,687","2,199","2,289","1,988","1,670","2,501",..,..,..,
104,1.34,104-1.34,,,Travel,,,US$ Millions,,IMF,151,181,155,171,189,162,109,120,56,84,67,46,85,68,56,72,325,539,959,"1,613","2,120","2,197","1,969","1,652","2,483",..,..,..,
104,1.35,104-1.35,,,Passenger transport,,,US$ Millions,,IMF,18,34,28,25,33,33,23,16,14,13,16,13,12,12,19,19,9,11,5,74,79,92,19,18,18,..,..,..,
516,0,516-0,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.33,516-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,145,250,244,383,426,362,474,541,485,507,471,516,416,357,552,540,295,449,488,451,131,135,294,
