INDEX,,,1. INBOUND TOURISM: Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.19,474-1.19,,,Total,,,Thousands,,TF,..,477,513,549,564,526,460,447,454,471,484,503,501,481,442,478,496,488,490,490,487,519,536,537,556,312,291,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.20,474-1.20,,,,Air,,Thousands,,,..,425,464,498,511,475,419,393,384,404,439,465,469,457,418,451,475,462,476,473,462,496,520,515,517,300,282,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.21,474-1.21,,,,Water,,Thousands,,,..,52,49,51,53,51,41,54,70,67,45,38,32,24,24,27,21,26,14,16,26,23,16,22,39,12,9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.22,474-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.19,478-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.20,478-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.21,478-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.22,478-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.19,480-1.19,,,Total,,,Thousands,,TF,422,486,536,558,578,656,660,682,702,719,761,788,907,930,871,935,965,965,993,"1,038","1,151","1,275","1,342","1,399","1,383",309,180,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.20,480-1.20,,,,Air,,Thousands,,,416,480,529,541,564,646,650,668,690,708,748,775,895,914,848,911,940,949,980,"1,035","1,132","1,247","1,312","1,360","1,338",279,179,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.21,480-1.21,,,,Water,,Thousands,,,6,6,7,17,14,10,10,14,12,11,13,13,12,16,23,24,25,17,13,3,19,28,30,40,45,30,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.22,480-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Including nationals residing abroad.
2/ Including rail.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.19,484-1.19,,,Total,,,Thousands,1/,TF,"20,241","21,395","19,351","19,392","19,043","20,641","19,810","19,667","18,665","20,618","21,915","21,352","21,606","22,931","21,346","23,290","23,403","23,403","24,151","29,346","32,093","35,079","39,291","41,313","45,024","24,284","31,860","38,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.20,484-1.20,,,,Air,,Thousands,,,"5,626","6,317","6,978","7,086","7,301","7,973","7,662","7,334","7,696","8,870","9,936","10,153","10,617","11,007","8,675","10,619","10,844","11,361","12,221","13,463","15,248","16,878","18,548","19,368","19,635","8,338","14,602","21,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.21,484-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.22,484-1.22,,,,Land,,Thousands,2/,,"14,615","15,078","12,373","12,306","11,742","12,668","12,148","12,333","10,969","11,748","11,979","11,199","10,989","11,924","12,671","12,671","12,559","12,042","11,929","15,883","16,845","18,201","20,743","21,945","25,390","15,946","17,258","16,996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.19,583-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.20,583-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.21,583-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.22,583-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.19,498-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.20,498-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.21,498-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.22,498-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.19,492-1.19,,,Total,,,Thousands,,THS,..,..,..,..,..,..,270,262,235,250,286,313,328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.20,492-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,169,169,151,168,196,222,230,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.21,492-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,101,93,84,82,90,91,98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.22,492-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.19,496-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.20,496-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.21,496-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.22,496-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.19,499-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.20,499-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.21,499-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.22,499-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.19,500-1.19,,,Total,,,Thousands,,TF,..,..,..,..,..,..,9.8,9.8,8.4,10.1,9.7,8.0,7.8,7.4,6.3,6.0,5.4,7.3,7.2,8.8,8.9,8.7,9.5,10.2,10.4,4.5,1.6,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.20,500-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,1.8,1.9,1.3,1.6,5.6,7.9,7.7,6.8,5.6,5.1,4.1,4.1,4.5,4.1,4.1,6.0,4.1,4.4,4.0,1.9,1.6,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.21,500-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,8.0,7.9,7.1,8.5,4.1,0.1,0.1,0.6,0.7,0.9,1.3,3.2,2.7,4.7,4.8,2.7,5.4,5.8,6.4,2.6,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.22,500-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.19,504-1.19,,,Total,,,Thousands,1/,TF,"2,602","2,693","3,072","3,095","3,816","4,278","4,380","4,453","4,761","5,477","5,844","6,558","7,408","7,879","8,341","9,289","9,342","9,375","10,046","10,283","10,177","10,332","11,349","12,289","12,932","2,778","3,722","10,869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.20,504-1.20,,,,Air,,Thousands,,,"1,153","1,277","1,431","1,581","1,853","2,110","2,146","2,095","2,139","2,548","2,986","3,549","4,395","4,792","5,108","6,136","6,254","6,019","6,691","6,950","6,772","6,804","7,619","8,400","9,082","2,265","3,461","7,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.21,504-1.21,,,,Water,,Thousands,,,"1,008","1,021","1,187",989,"1,455","1,612","1,637","1,655","1,881","2,201","2,040","1,937","1,745","1,756","1,913","1,924","1,902","1,941","1,993","2,036","2,113","2,198","2,483","2,472","2,321",293,251,"1,422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.22,504-1.22,,,,Land,,Thousands,,,441,395,454,525,508,556,597,703,741,728,818,"1,072","1,268","1,331","1,320","1,229","1,186","1,415","1,362","1,297","1,291","1,330","1,248","1,418","1,530",219,10,"1,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,0,508-0,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2008: Change of methodology. Until 2007 the data correspond only to 12 border posts. From 2008, the data of all the border posts of the country are used.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.19,508-1.19,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,404,943,726,711,954,664,771,"1,439","1,711","1,836","2,013","2,206","1,970","1,751","1,634","1,715","1,514","2,870","2,033",960,549,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.20,508-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,15,55,70,116,156,140,54,109,190,508,604,730,675,739,616,605,534,"1,013",843,434,220,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.21,508-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,1,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.22,508-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,389,888,656,595,798,524,717,"1,330","1,521","1,328","1,409","1,476","1,295","1,012","1,018","1,110",980,"1,857","1,187",525,329,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,104-0,MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2016: change in the methodology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.19,104-1.19,,,Total,,,Thousands,1/,TF,194,490,491,478,435,416,475,487,597,657,660,630,716,732,763,792,816,"1,059","2,044","3,081","4,681","2,907","3,443","3,551","4,364",903,131,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.20,104-1.20,,,,Air,,Thousands,,,117,172,189,201,198,206,202,215,203,240,230,261,246,191,236,308,385,586,796,"1,082","1,221","1,214","1,314","1,336","1,792",330,19,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.21,104-1.21,,,,Water,,Thousands,,,2,3,3,3,1,1,3,2,3,2,2,3,2,3,2,1,3,3,6,19,27,11,7,9,9,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.22,104-1.22,,,,Land,,Thousands,,,75,315,299,274,236,209,270,270,391,415,428,366,468,538,525,483,428,470,"1,242","1,981","3,433","1,682","2,122","2,206","2,563",572,112,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0,516-0,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.19,516-1.19,,,Total,,,Thousands,,TF,..,112,121,..,..,..,670,757,691,167,777,833,929,931,..,984,"1,027","1,079","1,176","1,320","1,388","1,469","1,499","1,557","1,596",170,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.20,516-1.20,,,,Air,,Thousands,,,..,112,121,..,..,..,165,183,167,167,185,217,246,273,..,282,282,291,321,341,377,427,408,436,684,80,98,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.21,516-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,4,..,3,3,6,9,..,15,15,10,12,9,10,10,9,9,39,3,1,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.22,516-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,505,574,520,..,589,613,677,649,..,687,730,778,844,970,"1,001","1,033","1,083","1,112",874,87,134,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0,520-0,NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.19,520-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.20,520-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.21,520-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.22,520-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,0,524-0,NEPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1.19,524-1.19,,,Total,,,Thousands,,TF,363,393,422,464,491,464,361,275,338,385,375,384,527,500,510,603,736,803,798,790,539,753,940,"1,173","1,197",230,151,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1.20,524-1.20,,,,Air,,Thousands,,,325,343,371,398,421,377,299,218,275,297,277,284,361,375,379,449,545,598,595,586,407,573,761,969,996,183,151,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1.21,524-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1.22,524-1.22,,,,Land,,Thousands,,,38,50,51,66,70,87,62,57,63,88,98,100,166,125,131,154,191,205,203,204,132,180,180,204,201,47,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,0,528-0,NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1.19,528-1.19,,,Total,,,Thousands,,,..,..,..,..,"9,874",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1.20,528-1.20,,,,Air,,Thousands,,,..,..,..,..,"3,787",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1.21,528-1.21,,,,Water,,Thousands,,,..,..,..,..,287,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1.22,528-1.22,,,,Land,,Thousands,,,..,..,..,..,"5,800",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,0,540-0,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.19,540-1.19,,,Total,,,Thousands,1/,TF,86,91,107,106,102,112,101,104,102,100,101,100,103,104,99,99,112,112,108,107,114,116,121,120,131,31,12,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.20,540-1.20,,,,Air,,Thousands,,,84,89,105,104,100,110,100,102,101,99,101,100,103,104,99,99,112,112,108,107,114,116,121,120,131,31,12,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.21,540-1.21,,,,Water,,Thousands,,,2,2,2,2,2,2,1,2,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.22,540-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,0,554-0,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ International Travel and Migration, SNZ.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1.19,554-1.19,,,Total,,,Thousands,1/,VF,"1,409","1,529","1,497","1,485","1,607","1,787","1,910","2,045","2,104","2,334","2,366","2,409","2,456","2,447","2,448","2,511","2,594","2,555","2,710","2,854","3,129","3,494","3,723","3,858","3,888",996,207,"1,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1.20,554-1.20,,,,Air,,Thousands,,,"1,397","1,518","1,488","1,470","1,592","1,776","1,897","2,022","2,083","2,322","2,349","2,387","2,431","2,408","2,420","2,488","2,568","2,532","2,672","2,817","3,098","3,461","3,677","3,809","3,827",966,205,"1,426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1.21,554-1.21,,,,Water,,Thousands,,,12,11,9,15,15,11,13,23,21,12,17,22,25,39,28,23,26,23,38,36,32,34,46,48,61,31,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1.22,554-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,0,558-0,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ From 2005 including nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1.19,558-1.19,,,Total,,,Thousands,1/,TF,281,302,358,406,468,486,483,472,525,614,712,749,800,858,932,"1,011","1,060","1,180","1,229","1,330","1,386","1,504","1,787","1,256","1,295",384,222,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1.20,558-1.20,,,,Air,,Thousands,,,95,105,123,136,153,172,172,164,180,204,235,279,323,356,353,351,360,392,400,433,466,479,606,382,410,118,88,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1.21,558-1.21,,,,Water,,Thousands,,,13,15,12,13,14,17,17,17,21,13,26,28,15,26,26,14,15,17,19,22,19,16,8,7,8,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
